z500,t850,h700,t2m,u10,u850
377.69815725202875,2.2862983621090764,0.0014114993929200202,3.2894247846729425,3.005651530575634,4.205872161255485
513.3520436922872,2.743324086861991,0.0017142855644471761,3.7677330649535654,3.7402898801552347,5.358225617841235
593.7751761115069,3.1212651297425875,0.0019700097588295075,4.233968227670665,4.301535443992398,6.247121635794466
675.2044097063326,3.349034255283361,0.002163530402542412,4.237428918582328,4.686201046373691,6.8026704101982745
757.4157363937315,3.7268465370425687,0.002286172080324078,4.727064786827489,4.981492817042302,7.17750044085027
816.3000017875536,4.052014184936516,0.002404738157761511,4.9719336167937165,5.312183345893827,7.586213959916864
890.1653826382568,4.168512259486929,0.0024348631996373438,5.285951320935094,5.492460405600714,7.819292169470712
942.5899810264856,4.530514812130006,0.0024753105682498535,5.383658699614246,5.545349353559933,7.85249291715183
997.8937276099311,4.739954595041722,0.0025496448033400917,5.55965832803898,5.608296891027809,7.91738001963755
1066.3434187399907,4.846352431937632,0.002583654347301851,5.520640304650181,5.833409581785206,8.264127506857552
1091.7714943587703,4.981290530252419,0.002645578024320251,5.813929026611197,5.888707675294406,8.333277414224384
1139.2549117387134,5.22567374862947,0.0026764276425696124,5.81790860962895,5.93982223491431,8.454586430144797
1153.9870732049394,5.504966729656008,0.0027246844062115937,6.318596416885478,6.109546519984855,8.70741745040147
1195.1929655928145,5.571065040545585,0.0027262217187291188,6.414474540654206,6.25454168976848,8.95828570628779
1212.4814555288915,5.737701454578117,0.002744230023845288,6.6835746829688105,6.303034758268805,9.063581791785076
1267.327615102001,5.737672151144362,0.0027712261813044523,6.66776577857006,6.494558866944155,9.397011689059287
1316.4569437345594,5.939298039744148,0.002791646408815539,7.269771312644954,6.564452341892773,9.447441372504986
1330.0936927942428,6.063148281497919,0.0028171928051695895,7.117845797980956,6.6574183710462655,9.470942582575631
1369.5621586315945,6.203134029697224,0.0028058384984445033,7.419724185074594,6.664419991921346,9.545706001129078
1395.843993739878,6.309183504209366,0.002794323709190488,7.437572629815719,6.787700358894085,9.744893127691594
1405.9112649657225,6.5358934400948865,0.0027878248924494897,7.951944925106412,6.797055665526496,9.810208740746734
