z500,t850,h700,t2m,u10,u850
0.0,0.0,0.0,0.0,0.0,0.0
226.08096218746164,1.4793299479722581,0.0008767847476305806,2.8095722323587515,2.106478130554454,2.8867595610132795
332.1737369194359,2.152431395169932,0.0012021719399942002,3.5162619123044343,2.957324098331275,4.050828585833717
458.33760632623216,2.5966346040071318,0.0013882071148895471,3.259479472906312,3.433603262292982,4.796487476534556
527.1020143760169,2.858800307780566,0.0015122558649583687,2.108359100167361,3.7296807541626755,5.200900713387262
611.1399968524237,3.244750947170603,0.0016163430806515964,3.4705534006977854,4.015425087149505,5.606319334454329
657.6294847278715,3.5223200514205075,0.0016889704643823571,4.06796792670145,4.1680806395068,5.873168996365192
709.4576443933205,3.6384539185771487,0.0017384309245024104,3.802718500273764,4.268988987251061,6.05893800058283
738.9579703670837,3.6756698070808853,0.0017668943494557748,2.800029340155269,4.315894584019798,6.117805128765366
779.864183016588,3.823709798505878,0.0018082956510385997,3.8613020318504474,4.464621061865757,6.342244647175122
799.9145333357816,3.949394510738934,0.001834874094103994,4.400113969960548,4.5147004054748985,6.460682123372107
833.3789740895378,3.9828116263183624,0.00185146157958563,4.05913181525336,4.576904517151231,6.601386143747981
839.7930018175431,3.998928102898145,0.001857887674856764,3.091666351847767,4.579567355529228,6.598344468807858
863.818750074951,4.127077593414868,0.001872582166581341,4.1019138156876425,4.733586581624766,6.744475597309243
870.7048792804256,4.230784360330057,0.0018953306903845737,4.599418246143562,4.805699978060261,6.8459871365577305
893.033959058958,4.2828120998809345,0.0019218987173133474,4.274809834839752,4.836578412433048,6.894117771163743
906.7031697980157,4.300875342093908,0.0019367564161439758,3.3247853127307057,4.861914298340221,6.923592937107219
924.6735698670223,4.419470448959127,0.001943531290230533,4.315561417612373,4.962085276522079,7.055289736061229
934.2022819420739,4.496038593825571,0.0019519929480841054,4.731527881343967,5.005145168862593,7.167057582272169
948.5920262408225,4.552747079563072,0.001956880253739196,4.368636406945101,4.998516184942794,7.205644716026565
956.5227024330492,4.558679871685566,0.0019508858393679311,3.4567267421686196,4.958869216731548,7.1488933605637115
