epoch,loss_step,step
0,0.6208915710449219,49
0,0.5429957509040833,99
0,0.5474834442138672,149
0,0.5421042442321777,199
0,0.5465705394744873,249
0,0.5692514181137085,299
0,0.5058031678199768,349
0,0.5426145195960999,399
0,0.49854254722595215,449
0,0.5133631229400635,499
0,0.526967465877533,549
0,0.5137092471122742,599
0,0.48466625809669495,649
0,0.4604029953479767,699
0,0.45347243547439575,749
0,0.48544642329216003,799
0,0.4566231667995453,849
0,0.4532874822616577,899
0,0.4709681570529938,949
0,0.4523416757583618,999
0,0.45664867758750916,1049
0,0.4629681706428528,1099
0,0.41305243968963623,1149
0,0.3830495774745941,1199
0,0.4256926476955414,1249
0,0.4031156599521637,1299
0,0.43452709913253784,1349
0,0.426998108625412,1399
0,0.4003424644470215,1449
0,0.3881082534790039,1499
0,0.3873671591281891,1549
0,0.4117250442504883,1599
0,0.3982139229774475,1649
0,0.41087767481803894,1699
0,0.3848467171192169,1749
0,0.3952469825744629,1799
0,0.3833343982696533,1849
0,0.3854643702507019,1899
0,0.37358057498931885,1949
0,0.3765435516834259,1999
0,0.3613346219062805,2049
0,0.37458541989326477,2099
0,0.36116141080856323,2149
0,0.35957422852516174,2199
0,0.3721684515476227,2249
0,0.3802403509616852,2299
0,0.41547173261642456,2349
0,0.3661656677722931,2399
0,0.3941482901573181,2449
0,0.3795311152935028,2499
0,0.33140838146209717,2549
0,0.3638906180858612,2599
0,0.3559776842594147,2649
0,0.3383362293243408,2699
0,0.3771035373210907,2749
0,0.3931748867034912,2799
0,0.3886703848838806,2849
0,0.35541436076164246,2899
0,0.3466658294200897,2949
0,0.3801126480102539,2999
0,0.32804206013679504,3049
0,0.33117642998695374,3099
0,0.35606059432029724,3149
0,0.36462369561195374,3199
0,0.317030131816864,3249
0,0.3301244080066681,3299
0,0.33549806475639343,3349
0,0.33308306336402893,3399
0,0.33998051285743713,3449
0,0.3121315836906433,3499
0,0.3185442090034485,3549
0,0.3424326479434967,3599
0,0.3110356628894806,3649
0,0.3227018117904663,3699
