epoch,loss_step,step
0,0.8317365050315857,49
0,0.7241004705429077,99
0,0.6638655662536621,149
0,0.5676626563072205,199
0,0.5496721267700195,249
0,0.6100001931190491,299
0,0.5484234690666199,349
0,0.5922765731811523,399
0,0.5838819146156311,449
0,0.5708569884300232,499
0,0.5476600527763367,549
0,0.5461679100990295,599
0,0.5705901980400085,649
0,0.5153331160545349,699
0,0.5324364304542542,749
0,0.5223790407180786,799
0,0.5060855746269226,849
0,0.4958805441856384,899
0,0.5045794248580933,949
0,0.5552809238433838,999
0,0.5274462699890137,1049
0,0.5149431824684143,1099
0,0.45389336347579956,1149
0,0.47978830337524414,1199
0,0.5497351288795471,1249
0,0.5182307362556458,1299
0,0.5229559540748596,1349
0,0.489535927772522,1399
0,0.4769774079322815,1449
0,0.5270616412162781,1499
0,0.48628872632980347,1549
0,0.5019537210464478,1599
0,0.4753120541572571,1649
0,0.479259729385376,1699
0,0.48364967107772827,1749
0,0.5052626729011536,1799
0,0.451101690530777,1849
0,0.44881516695022583,1899
0,0.4887785315513611,1949
0,0.48053860664367676,1999
0,0.4335705637931824,2049
0,0.4252343475818634,2099
0,0.4150351285934448,2149
0,0.435256689786911,2199
0,0.4288455843925476,2249
0,0.4283266067504883,2299
0,0.41782256960868835,2349
0,0.4257771372795105,2399
0,0.4292190372943878,2449
0,0.4073156416416168,2499
0,0.4294729232788086,2549
0,0.4331158995628357,2599
0,0.41124334931373596,2649
0,0.4384787678718567,2699
0,0.41283944249153137,2749
0,0.42141464352607727,2799
0,0.3804139494895935,2849
0,0.37087225914001465,2899
0,0.36150437593460083,2949
0,0.3471638262271881,2999
0,0.39380383491516113,3049
0,0.3783072531223297,3099
0,0.3780534267425537,3149
0,0.3959558308124542,3199
0,0.37843507528305054,3249
0,0.3635805547237396,3299
0,0.35071492195129395,3349
0,0.3738859295845032,3399
0,0.3274480998516083,3449
0,0.32499513030052185,3499
0,0.37619665265083313,3549
0,0.3541543781757355,3599
0,0.33400049805641174,3649
0,0.345538854598999,3699
0,0.35830438137054443,3749
0,0.34182533621788025,3799
0,0.34625428915023804,3849
0,0.37710335850715637,3899
0,0.3869769275188446,3949
0,0.3347179889678955,3999
0,0.3604980409145355,4049
0,0.33019790053367615,4099
0,0.3732943534851074,4149
0,0.37547755241394043,4199
0,0.332295686006546,4249
0,0.31261593103408813,4299
0,0.3215496838092804,4349
0,0.3417896330356598,4399
0,0.31348931789398193,4449
0,0.3628256916999817,4499
0,0.3531942665576935,4549
0,0.32156580686569214,4599
0,0.3213563561439514,4649
0,0.33060160279273987,4699
0,0.3215256631374359,4749
0,0.3203842043876648,4799
0,0.3494599461555481,4849
0,0.3310513198375702,4899
0,0.29565703868865967,4949
0,0.3232218623161316,4999
0,0.33269181847572327,5049
0,0.33938688039779663,5099
0,0.30409494042396545,5149
0,0.3365558981895447,5199
0,0.3213441073894501,5249
0,0.30845972895622253,5299
0,0.3070530295372009,5349
0,0.35232099890708923,5399
0,0.32254862785339355,5449
0,0.31985005736351013,5499
0,0.29666250944137573,5549
0,0.3413061797618866,5599
0,0.32501763105392456,5649
0,0.2974081039428711,5699
0,0.31752103567123413,5749
0,0.3184545934200287,5799
0,0.3538525104522705,5849
0,0.3216857612133026,5899
0,0.2936139702796936,5949
0,0.31208330392837524,5999
0,0.3136036694049835,6049
0,0.3167802095413208,6099
0,0.29694193601608276,6149
0,0.29433995485305786,6199
