epoch,loss_step,step
0,0.595851480960846,49
0,0.558898389339447,99
0,0.5327279567718506,149
0,0.5294888019561768,199
0,0.5372923612594604,249
0,0.4917185604572296,299
0,0.4747370779514313,349
0,0.5003984570503235,399
0,0.4560296833515167,449
0,0.46850183606147766,499
0,0.4673561155796051,549
0,0.4316557049751282,599
0,0.4305415153503418,649
0,0.40340474247932434,699
0,0.40521126985549927,749
0,0.37516137957572937,799
0,0.42287519574165344,849
0,0.41211172938346863,899
0,0.41014063358306885,949
0,0.35864147543907166,999
0,0.3493296802043915,1049
0,0.37083637714385986,1099
0,0.3969400227069855,1149
0,0.38934484124183655,1199
0,0.37641042470932007,1249
0,0.3807353079319,1299
0,0.35314446687698364,1349
0,0.35128772258758545,1399
0,0.33824843168258667,1449
0,0.409063458442688,1499
0,0.365132600069046,1549
0,0.3900848627090454,1599
0,0.3443978726863861,1649
0,0.34391143918037415,1699
0,0.36501452326774597,1749
0,0.35348445177078247,1799
0,0.3489212989807129,1849
0,0.3222406208515167,1899
0,0.3512832224369049,1949
0,0.33861851692199707,1999
0,0.30934175848960876,2049
0,0.35269278287887573,2099
0,0.33541470766067505,2149
0,0.324165940284729,2199
0,0.32134121656417847,2249
0,0.31970539689064026,2299
0,0.3608856499195099,2349
0,0.33188867568969727,2399
0,0.28848373889923096,2449
0,0.333950012922287,2499
0,0.33164000511169434,2549
0,0.32301801443099976,2599
0,0.3120839297771454,2649
0,0.3303670585155487,2699
0,0.2855066955089569,2749
0,0.29303622245788574,2799
0,0.28307196497917175,2849
0,0.3102460205554962,2899
0,0.30071884393692017,2949
0,0.3100895881652832,2999
